service_id,city,provider_location_x,provider_location_y,service_category,review_avg,review_count,click_count,provider_age,provider_experience
196,Algiers,36.609905,2.907633,windowCleaning,4.3,10,39,29,20
197,Algiers,36.737293,3.001155,plumbing,3.2,42,59,59,20
198,Algiers,36.654252,2.945312,painting,4.8,12,26,30,13
199,Algiers,36.716442,3.033871,vehicleRepair,4.1,17,40,60,15
200,Algiers,36.660226,2.988291,vehicleRepair,4.4,17,15,59,18
201,Oran,35.628061,-0.752054,painting,4.6,1,100,34,18
202,Oran,35.652274,-0.775997,houseCleaning,4.6,26,77,31,6
203,Oran,35.597117,-0.782312,gardening,3.1,23,56,45,9
204,Oran,35.701074,-0.56561,plumbing,4.2,44,36,36,11
205,Oran,35.805183,-0.793018,pestControl,3.9,35,29,45,18
206,Oran,35.788916,-0.789447,applianceInstallation,4.6,26,4,37,12
207,Oran,35.670687,-0.574394,windowCleaning,4.8,19,77,34,8
208,Oran,35.747314,-0.680288,painting,4.1,28,11,55,18
209,Oran,35.63275,-0.588503,applianceInstallation,4.2,48,30,34,18
210,Oran,35.686663,-0.667278,electricity,4.5,47,6,55,7
211,Oran,35.719769,-0.555878,gardening,3.4,10,80,36,8
212,Oran,35.706852,-0.801705,acRepair,4.8,24,48,47,9
213,Oran,35.629679,-0.595686,interiorDesign,3.4,21,12,49,14
214,Oran,35.60496,-0.575427,itSupport,4.7,48,49,55,20
215,Oran,35.771686,-0.758423,furnitureAssembly,3.3,44,83,43,16
216,Oran,35.768069,-0.670216,windowCleaning,4.5,26,23,52,8
217,Oran,35.653561,-0.691743,furnitureAssembly,4.7,34,89,51,5
218,Oran,35.733682,-0.517596,houseCleaning,3.6,35,28,34,3
219,Oran,35.794808,-0.740089,houseCleaning,4.5,30,41,55,11
220,Oran,35.664,-0.535676,furnitureAssembly,3.5,17,76,41,3
221,Oran,35.696861,-0.705527,pestControl,4.0,19,97,33,10
222,Oran,35.710513,-0.536348,plumbing,4.7,41,87,42,15
223,Oran,35.673218,-0.748464,plumbing,3.9,4,100,34,8
224,Oran,35.699484,-0.670511,pestControl,4.7,8,95,53,16
225,Oran,35.699912,-0.703296,acRepair,3.9,12,60,28,20
226,Oran,35.644141,-0.670882,itSupport,4.0,30,23,42,10
227,Oran,35.610259,-0.596158,windowCleaning,4.6,1,0,38,11
228,Oran,35.761026,-0.527465,acRepair,4.4,41,8,27,3
229,Oran,35.703001,-0.676876,electricity,3.6,18,93,40,18
230,Oran,35.705944,-0.637511,electricity,3.2,17,15,60,1
231,Oran,35.645203,-0.538536,windowCleaning,3.2,8,96,31,17
232,Oran,35.728169,-0.500382,pestControl,4.1,27,89,57,17
233,Oran,35.71796,-0.74033,vehicleRepair,4.0,23,78,34,16
234,Oran,35.742305,-0.674607,vehicleRepair,3.4,38,57,46,5
235,Oran,35.675969,-0.560175,plumbing,3.8,3,26,37,20
236,Oran,35.7791,-0.735458,itSupport,5.0,22,70,34,2
237,Oran,35.712077,-0.73159,itSupport,4.1,32,100,53,5
238,Oran,35.721343,-0.797501,plumbing,4.4,34,71,42,10
239,Oran,35.659354,-0.773604,pestControl,4.7,8,59,49,11
240,Oran,35.690403,-0.604787,vehicleRepair,3.8,41,72,31,10
241,Oran,35.757078,-0.771605,electricity,3.0,49,98,47,13
242,Oran,35.712855,-0.592467,gardening,3.2,19,98,56,19
243,Oran,35.716155,-0.691509,itSupport,4.4,10,89,41,9
244,Oran,35.675355,-0.587286,electricity,4.1,26,67,48,12
245,Oran,35.666582,-0.562865,vehicleRepair,3.8,20,17,30,17
246,Oran,35.720641,-0.503959,windowCleaning,4.3,49,58,32,19
247,Oran,35.61678,-0.630245,furnitureAssembly,4.9,19,51,58,11
248,Oran,35.726957,-0.598218,interiorDesign,4.6,40,41,28,18
249,Oran,35.730287,-0.75478,carpentry,3.4,1,78,60,7
250,Oran,35.703493,-0.773175,carpentry,3.1,48,62,31,17
251,Oran,35.703695,-0.567333,windowCleaning,3.3,2,96,36,1
252,Oran,35.696499,-0.775779,houseCleaning,4.6,41,90,46,18
253,Oran,35.738614,-0.633154,electricity,4.5,7,41,30,11
254,Oran,35.72254,-0.668728,itSupport,4.9,35,7,39,5
255,Oran,35.699038,-0.572683,houseCleaning,3.0,36,51,35,1
256,Oran,35.78325,-0.670968,electricity,4.4,47,73,25,13
257,Oran,35.702056,-0.740858,vehicleRepair,4.5,34,18,51,13
258,Oran,35.688035,-0.78471,vehicleRepair,4.4,47,44,47,10
259,Oran,35.721505,-0.759636,painting,3.3,30,8,60,10
260,Oran,35.62304,-0.6337,homeSecurity,3.4,35,74,38,19
261,Oran,35.706607,-0.525985,electricity,3.6,49,66,38,9
262,Oran,35.722532,-0.540644,interiorDesign,3.9,25,89,26,3
263,Oran,35.778434,-0.589907,windowCleaning,4.2,6,80,56,13
264,Oran,35.657759,-0.665909,furnitureAssembly,4.3,30,44,34,15
265,Oran,35.767098,-0.553012,pestControl,3.8,11,15,41,19
266,Oran,35.764244,-0.641987,acRepair,4.2,49,76,57,5
267,Oran,35.77935,-0.616416,interiorDesign,4.3,7,59,58,9
268,Oran,35.707178,-0.600354,applianceInstallation,3.4,16,61,40,11
269,Oran,35.696062,-0.61407,windowCleaning,4.2,24,46,33,18
270,Oran,35.79506,-0.707309,applianceInstallation,4.1,13,67,35,6
271,Oran,35.5969,-0.709981,acRepair,3.8,41,25,47,11
272,Oran,35.724621,-0.761576,houseCleaning,4.1,2,30,28,2
273,Oran,35.614054,-0.783551,pestControl,3.5,43,2,57,16
274,Oran,35.675518,-0.550839,vehicleRepair,4.8,11,48,33,12
275,Oran,35.706553,-0.696221,furnitureAssembly,3.3,25,38,47,4
276,Oran,35.800544,-0.702385,interiorDesign,3.7,4,100,27,17
277,Oran,35.639196,-0.62971,plumbing,3.9,29,2,52,15
278,Oran,35.777933,-0.614487,itSupport,4.3,22,16,31,12
279,Oran,35.821265,-0.565631,painting,4.4,45,51,49,17
280,Oran,35.620869,-0.564118,itSupport,3.5,44,47,36,19
281,Oran,35.759912,-0.642344,homeSecurity,3.1,50,15,46,9
282,Oran,35.731512,-0.532073,acRepair,4.6,41,49,58,12
283,Oran,35.725433,-0.761549,applianceInstallation,4.2,43,56,30,14
284,Oran,35.783637,-0.635161,electricity,4.2,46,82,57,7
285,Oran,35.719247,-0.575193,homeSecurity,3.9,1,81,30,14
286,Oran,35.754395,-0.579881,homeSecurity,3.0,46,87,25,6
287,Oran,35.722372,-0.505188,electricity,3.7,10,17,35,11
288,Oran,35.67046,-0.614737,plumbing,4.8,45,65,46,1
289,Oran,35.698635,-0.526042,electricity,3.1,23,40,45,8
290,Oran,35.632663,-0.541539,applianceInstallation,3.8,10,24,59,6
291,Oran,35.696649,-0.521799,houseCleaning,3.9,11,20,38,4
292,Oran,35.733031,-0.552119,electricity,3.7,34,24,43,16
293,Oran,35.684567,-0.778722,itSupport,4.5,20,26,25,19
294,Oran,35.59945,-0.774488,pestControl,3.9,21,68,55,1
295,Oran,35.737528,-0.690756,houseCleaning,3.4,9,90,51,5
296,Oran,35.614143,-0.698238,interiorDesign,3.0,19,22,26,3
297,Oran,35.67203,-0.64894,painting,3.9,48,17,45,15
298,Oran,35.771711,-0.631678,plumbing,3.8,38,10,53,5
299,Oran,35.677253,-0.781962,applianceInstallation,4.4,13,76,33,19
300,Oran,35.727258,-0.581786,plumbing,4.3,19,27,31,15
301,Oran,35.616507,-0.778085,interiorDesign,4.2,8,31,50,20
302,Oran,35.719227,-0.74081,carpentry,3.3,23,11,34,11
303,Oran,35.739291,-0.744084,acRepair,3.2,6,37,48,12
304,Oran,35.783149,-0.786404,pestControl,3.2,40,44,49,9
305,Oran,35.644218,-0.553706,houseCleaning,3.6,25,39,29,5
306,Oran,35.638942,-0.507172,gardening,4.3,18,43,45,14
307,Oran,35.683633,-0.516552,houseCleaning,4.5,20,11,26,18
308,Oran,35.609379,-0.599398,vehicleRepair,4.4,6,58,49,16
309,Oran,35.7633,-0.520234,furnitureAssembly,4.5,5,19,41,13
310,Oran,35.69585,-0.805499,vehicleRepair,3.2,6,78,35,5
311,Oran,35.616261,-0.800431,acRepair,4.3,26,64,56,12
312,Oran,35.725716,-0.715133,windowCleaning,4.6,31,81,56,4
313,Oran,35.672972,-0.664414,homeSecurity,3.5,4,6,37,11
314,Oran,35.738318,-0.769834,houseCleaning,4.7,29,89,30,12
315,Oran,35.748935,-0.742627,painting,4.6,27,44,28,8
316,Oran,35.627916,-0.786014,interiorDesign,3.7,34,41,45,7
317,Oran,35.747594,-0.524498,plumbing,3.5,1,61,40,5
318,Oran,35.650767,-0.580238,pestControl,3.7,39,59,33,15
319,Oran,35.660442,-0.738896,painting,4.1,30,84,52,12
320,Oran,35.755093,-0.496505,electricity,3.2,6,91,28,1
321,Oran,35.747287,-0.719925,carpentry,3.8,16,37,42,11
322,Oran,35.682288,-0.589369,electricity,4.3,23,2,26,17
323,Oran,35.593644,-0.670484,electricity,4.2,48,41,33,13
324,Oran,35.64707,-0.768525,pestControl,3.4,45,52,25,16
325,Oran,35.655645,-0.755638,painting,3.5,4,62,58,19
326,Oran,35.643969,-0.694442,itSupport,3.0,50,21,45,4
327,Oran,35.666159,-0.68658,houseCleaning,3.1,24,25,42,1
328,Oran,35.646147,-0.810976,pestControl,3.7,47,34,43,5
329,Oran,35.692745,-0.63917,vehicleRepair,3.6,22,12,52,5
330,Oran,35.60958,-0.766555,pestControl,3.5,49,32,25,20
331,Oran,35.645361,-0.728569,itSupport,4.9,14,35,43,5
332,Oran,35.650295,-0.72557,itSupport,3.9,3,95,41,6
333,Oran,35.72367,-0.570048,electricity,4.1,50,9,55,17
334,Oran,35.660607,-0.780798,electricity,3.1,44,85,30,12
335,Oran,35.62168,-0.743432,itSupport,3.4,37,55,29,15
336,Oran,35.602901,-0.54893,acRepair,4.1,9,64,57,16
337,Oran,35.605436,-0.557212,electricity,3.7,35,85,40,18
338,Oran,35.615037,-0.769316,homeSecurity,3.9,26,94,57,8
339,Oran,35.653705,-0.785307,electricity,4.2,39,37,48,7
340,Oran,35.747368,-0.554403,vehicleRepair,3.1,35,8,57,2
341,Oran,35.657927,-0.788189,painting,4.6,39,76,33,3
342,Oran,35.743177,-0.730832,painting,4.7,39,97,35,19
343,Oran,35.748699,-0.511852,furnitureAssembly,3.1,17,75,51,12
344,Oran,35.729821,-0.620772,painting,3.3,10,11,33,18
345,Oran,35.644083,-0.728862,furnitureAssembly,3.8,11,56,34,19
346,Oran,35.78222,-0.496609,itSupport,4.2,32,23,25,2
347,Oran,35.71546,-0.775752,acRepair,3.6,31,90,49,7
348,Oran,35.777914,-0.724892,pestControl,3.2,46,14,38,9
349,Oran,35.612444,-0.788168,windowCleaning,3.8,43,86,60,7
350,Oran,35.799718,-0.609648,interiorDesign,3.3,12,20,29,6
351,Constantine,36.360247,6.660387,houseCleaning,4.2,46,99,49,11
352,Constantine,36.377825,6.626798,applianceInstallation,3.6,39,95,36,16
353,Constantine,36.344819,6.612109,plumbing,4.0,36,62,54,9
354,Constantine,36.262124,6.514382,electricity,4.4,47,67,25,11
355,Constantine,36.264953,6.647782,carpentry,5.0,50,41,25,3
356,Constantine,36.291536,6.558352,acRepair,3.3,12,28,49,5
357,Constantine,36.218063,6.638631,electricity,4.3,9,78,48,11
358,Constantine,36.351563,6.607099,electricity,3.0,7,95,28,8
359,Constantine,36.345472,6.664189,vehicleRepair,4.2,2,40,44,4
360,Constantine,36.342532,6.544966,carpentry,5.0,29,6,59,11
361,Constantine,36.321206,6.524061,electricity,4.9,35,8,39,10
362,Constantine,36.33104,6.696805,electricity,3.1,48,2,52,7
363,Constantine,36.216444,6.663997,plumbing,3.3,27,12,37,12
364,Constantine,36.309016,6.636696,houseCleaning,4.2,31,58,55,4
365,Constantine,36.240605,6.490299,pestControl,3.4,6,31,58,13
366,Constantine,36.22225,6.648804,itSupport,4.5,43,100,47,14
367,Constantine,36.329034,6.632996,pestControl,4.3,28,90,55,1
368,Constantine,36.289983,6.561654,painting,4.1,27,20,56,5
369,Constantine,36.284853,6.53,electricity,4.2,33,69,43,11
370,Constantine,36.293363,6.577546,windowCleaning,4.6,47,100,25,9
371,Constantine,36.342292,6.681333,acRepair,3.2,39,49,49,7
372,Constantine,36.269941,6.684763,plumbing,3.2,23,72,26,17
373,Constantine,36.221564,6.538731,itSupport,3.8,39,57,38,16
374,Constantine,36.280743,6.605957,homeSecurity,3.8,25,52,48,5
375,Constantine,36.329597,6.696586,furnitureAssembly,3.6,20,5,43,16
376,Constantine,36.38146,6.529371,applianceInstallation,3.3,19,94,25,9
377,Constantine,36.351635,6.698256,pestControl,4.2,27,32,57,20
378,Constantine,36.216981,6.549657,acRepair,4.1,15,49,35,1
379,Constantine,36.343288,6.571585,windowCleaning,3.6,23,73,46,9
380,Constantine,36.267084,6.614733,windowCleaning,3.0,12,97,54,19
381,Constantine,36.212716,6.613979,vehicleRepair,3.4,24,28,36,14
382,Constantine,36.337594,6.538881,applianceInstallation,3.6,48,52,43,19
383,Constantine,36.309032,6.635823,interiorDesign,3.7,19,34,46,1
384,Constantine,36.340651,6.591129,itSupport,4.2,2,32,57,5
385,Constantine,36.276653,6.608475,pestControl,3.2,19,70,40,17
386,Constantine,36.342376,6.564255,houseCleaning,3.3,3,12,35,5
387,Constantine,36.36837,6.65369,vehicleRepair,4.7,16,25,35,19
388,Constantine,36.228357,6.628245,painting,4.6,44,65,52,13
389,Constantine,36.340777,6.598801,carpentry,3.8,1,22,34,14
390,Constantine,36.33167,6.529032,homeSecurity,4.8,2,42,25,20
391,Constantine,36.319385,6.617302,gardening,4.7,22,2,42,15
392,Constantine,36.341044,6.616763,windowCleaning,4.5,6,70,59,15
393,Constantine,36.403433,6.576939,acRepair,4.0,18,22,50,19
394,Constantine,36.300219,6.588095,applianceInstallation,4.1,13,72,58,6
395,Constantine,36.33243,6.569079,furnitureAssembly,4.3,18,9,32,13
396,Constantine,36.354122,6.580781,pestControl,3.6,36,69,39,18
397,Constantine,36.221087,6.601031,electricity,3.3,39,31,50,15
398,Constantine,36.353898,6.683289,furnitureAssembly,3.1,21,26,41,19
399,Constantine,36.312371,6.672711,houseCleaning,3.6,44,55,26,17
