user_id,city,location_x,location_y,age,gender,service_categories_interest,reviewed_service_ids,click_count_per_service,total_service_views,clicked
53,Algiers,36.866026,3.099305,27,Male,"['gardening', 'acRepair', 'plumbing', 'interiorDesign']","[148, 119, 174]","{148: 5, 119: 5, 174: 1}",18,1
54,Algiers,36.675743,3.191177,20,Male,"['carpentry', 'painting', 'interiorDesign']","[105, 128]","{105: 4, 128: 1}",10,1
55,Algiers,36.817665,3.135966,44,Male,"['itSupport', 'gardening', 'houseCleaning']",[],{},9,0
56,Algiers,36.855464,3.121751,52,Female,"['itSupport', 'applianceInstallation', 'vehicleRepair']","[114, 13, 60]","{114: 3, 13: 3, 60: 1}",17,1
57,Algiers,36.795385,3.158471,41,Female,"['houseCleaning', 'itSupport', 'furnitureAssembly', 'gardening']","[125, 157, 76]","{125: 2, 157: 4, 76: 3}",16,1
58,Algiers,36.69683,3.092371,39,Male,"['painting', 'itSupport']",[],{},10,0
59,Algiers,36.701528,2.920133,46,Male,"['interiorDesign', 'homeSecurity', 'painting']","[26, 37, 44]","{26: 9, 37: 4, 44: 1}",19,1
60,Algiers,36.726185,3.172904,46,Female,"['plumbing', 'vehicleRepair']","[29, 103]","{29: 1, 103: 8}",19,1
61,Algiers,36.755192,3.163205,34,Male,"['pestControl', 'interiorDesign']","[104, 1, 117]","{104: 7, 1: 1, 117: 3}",11,1
62,Algiers,36.640035,2.896088,19,Male,"['itSupport', 'windowCleaning']",[],{},3,0
63,Algiers,36.671947,3.093046,34,Male,"['homeSecurity', 'acRepair', 'gardening']","[170, 2, 133]","{170: 1, 2: 2, 133: 3}",9,1
64,Algiers,36.600607,2.91098,52,Female,"['vehicleRepair', 'electricity', 'interiorDesign']","[166, 84, 104]","{166: 4, 84: 7, 104: 4}",15,1
65,Algiers,36.787564,3.078462,42,Female,"['interiorDesign', 'pestControl', 'painting']",[],{},6,0
66,Algiers,36.751594,3.01124,33,Female,"['applianceInstallation', 'vehicleRepair']","[126, 84]","{126: 10, 84: 5}",15,1
67,Algiers,36.670004,2.995505,20,Female,"['painting', 'furnitureAssembly', 'plumbing', 'gardening']",[78],{78: 1},2,1
68,Algiers,36.858619,3.16901,33,Female,"['carpentry', 'plumbing']","[181, 174]","{181: 7, 174: 4}",20,1
69,Algiers,36.63984,3.003079,31,Female,"['gardening', 'carpentry', 'vehicleRepair']",[95],{95: 1},10,1
70,Algiers,36.825029,3.033381,40,Male,"['gardening', 'furnitureAssembly']","[195, 98]","{195: 1, 98: 8}",9,1
71,Algiers,36.65456,3.160872,48,Female,"['itSupport', 'gardening', 'acRepair', 'carpentry']","[76, 49]","{76: 1, 49: 4}",14,1
72,Algiers,36.788363,3.068886,52,Male,"['homeSecurity', 'interiorDesign', 'furnitureAssembly']","[63, 157]","{63: 6, 157: 10}",20,1
73,Algiers,36.844116,2.949501,31,Female,"['pestControl', 'windowCleaning', 'electricity']","[102, 100, 22]","{102: 9, 100: 4, 22: 1}",19,1
74,Algiers,36.682515,3.180412,38,Male,"['acRepair', 'furnitureAssembly', 'gardening']",[],{},9,0
75,Algiers,36.624715,3.18089,46,Female,"['carpentry', 'acRepair']",[],{},0,0
76,Algiers,36.694409,2.966353,32,Female,"['plumbing', 'itSupport', 'interiorDesign']",[148],{148: 5},5,1
77,Algiers,36.608498,3.160797,50,Male,"['vehicleRepair', 'electricity']","[25, 135]","{25: 3, 135: 9}",15,1
78,Algiers,36.615746,3.160087,38,Male,"['windowCleaning', 'plumbing', 'pestControl', 'electricity']","[135, 178, 50]","{135: 5, 178: 8, 50: 10}",29,1
79,Algiers,36.710736,3.032431,39,Female,"['homeSecurity', 'electricity', 'gardening']","[177, 71]","{177: 8, 71: 4}",12,1
80,Algiers,36.620068,3.120752,42,Female,"['homeSecurity', 'vehicleRepair', 'electricity']","[63, 135, 19]","{63: 8, 135: 6, 19: 8}",23,1
81,Algiers,36.885288,2.943672,19,Female,"['acRepair', 'gardening']",[4],{4: 2},7,1
82,Algiers,36.842974,2.933613,43,Female,"['furnitureAssembly', 'carpentry', 'acRepair', 'plumbing']","[81, 54, 150]","{81: 6, 54: 8, 150: 7}",21,1
83,Algiers,36.874586,2.938663,65,Male,"['homeSecurity', 'windowCleaning', 'painting', 'houseCleaning']",[31],{31: 4},13,1
84,Algiers,36.899081,3.135992,45,Female,"['furnitureAssembly', 'plumbing', 'gardening']",[195],{195: 10},18,1
85,Algiers,36.702544,2.94327,27,Male,"['carpentry', 'painting']",[122],{122: 4},7,1
86,Algiers,36.639757,3.194687,62,Male,"['gardening', 'acRepair', 'plumbing', 'carpentry']",[173],{173: 2},6,1
87,Algiers,36.762953,3.107373,25,Male,"['itSupport', 'painting']","[144, 197, 32]","{144: 8, 197: 3, 32: 6}",23,1
88,Algiers,36.857512,3.162053,33,Male,"['plumbing', 'furnitureAssembly']","[70, 113, 91]","{70: 7, 113: 3, 91: 8}",19,1
89,Algiers,36.884461,2.982049,32,Male,"['acRepair', 'pestControl', 'windowCleaning']","[38, 61]","{38: 8, 61: 8}",17,1
90,Algiers,36.831878,3.186716,52,Female,"['applianceInstallation', 'itSupport', 'gardening']","[76, 164, 73]","{76: 5, 164: 10, 73: 2}",18,1
91,Algiers,36.684627,3.0353,30,Male,"['itSupport', 'gardening', 'acRepair']",[],{},1,0
92,Algiers,36.665733,2.92202,20,Female,"['plumbing', 'houseCleaning']",[],{},6,0
93,Algiers,36.678009,3.208462,43,Female,"['furnitureAssembly', 'interiorDesign']",[90],{90: 9},16,1
94,Algiers,36.812447,2.955437,63,Male,"['plumbing', 'applianceInstallation', 'itSupport']","[93, 156]","{93: 5, 156: 6}",18,1
95,Algiers,36.829848,3.047376,50,Female,"['pestControl', 'windowCleaning', 'painting', 'itSupport']","[164, 131, 140]","{164: 2, 131: 4, 140: 10}",24,1
96,Algiers,36.622588,3.099389,35,Female,"['gardening', 'plumbing', 'itSupport', 'painting']",[],{},9,0
97,Algiers,36.863951,3.096853,65,Female,"['windowCleaning', 'electricity', 'vehicleRepair', 'acRepair']","[135, 139]","{135: 3, 139: 9}",13,1
98,Algiers,36.795442,3.116329,35,Male,"['furnitureAssembly', 'pestControl', 'electricity', 'painting']","[102, 91, 100]","{102: 10, 91: 3, 100: 1}",14,1
99,Algiers,36.651899,2.939368,47,Female,"['plumbing', 'homeSecurity', 'furnitureAssembly', 'interiorDesign']","[51, 41, 124]","{51: 9, 41: 5, 124: 3}",21,1
100,Algiers,36.788572,2.990509,57,Female,"['carpentry', 'itSupport', 'interiorDesign']","[116, 158]","{116: 1, 158: 9}",10,1
101,Algiers,36.785493,3.023935,45,Female,"['interiorDesign', 'plumbing', 'houseCleaning', 'gardening']","[33, 172]","{33: 7, 172: 8}",25,1
102,Algiers,36.728092,3.088035,65,Female,"['acRepair', 'homeSecurity', 'vehicleRepair', 'carpentry']","[139, 122, 158]","{139: 1, 122: 2, 158: 8}",13,1
103,Algiers,36.808508,3.174499,54,Female,"['houseCleaning', 'windowCleaning', 'vehicleRepair', 'applianceInstallation']",[30],{30: 3},4,1
104,Algiers,36.693989,3.028354,29,Male,"['painting', 'furnitureAssembly', 'windowCleaning', 'electricity']","[41, 99]","{41: 9, 99: 9}",21,1
105,Algiers,36.821899,3.042939,37,Male,"['interiorDesign', 'vehicleRepair', 'gardening']","[8, 106, 26]","{8: 9, 106: 7, 26: 4}",28,1
106,Algiers,36.908347,3.122905,40,Male,"['furnitureAssembly', 'electricity', 'houseCleaning']",[55],{55: 7},15,1
107,Algiers,36.849465,3.047213,56,Male,"['acRepair', 'gardening', 'houseCleaning', 'windowCleaning']","[98, 159]","{98: 5, 159: 6}",16,1
108,Algiers,36.675177,3.161367,20,Female,"['windowCleaning', 'gardening', 'carpentry', 'applianceInstallation']",[],{},1,0
109,Algiers,36.822499,2.97073,64,Male,"['gardening', 'vehicleRepair']","[76, 167, 114]","{76: 9, 167: 2, 114: 9}",26,1
110,Algiers,36.623323,3.070466,59,Female,"['electricity', 'furnitureAssembly', 'windowCleaning']",[],{},10,0
111,Algiers,36.688086,3.042135,39,Male,"['windowCleaning', 'acRepair', 'plumbing', 'pestControl']","[131, 155]","{131: 10, 155: 4}",19,1
112,Algiers,36.862264,2.959532,49,Male,"['painting', 'carpentry', 'homeSecurity']",[63],{63: 1},9,1
113,Algiers,36.668424,2.992423,25,Male,"['gardening', 'electricity']",[79],{79: 8},13,1
114,Algiers,36.671655,2.909089,60,Female,"['interiorDesign', 'windowCleaning', 'electricity', 'acRepair']",[37],{37: 8},11,1
115,Algiers,36.635229,3.106942,36,Male,"['itSupport', 'electricity', 'acRepair']","[198, 196, 93]","{198: 4, 196: 2, 93: 4}",15,1
116,Algiers,36.859676,2.968076,44,Male,"['acRepair', 'houseCleaning']",[],{},5,0
117,Algiers,36.720238,2.919522,61,Male,"['painting', 'acRepair', 'homeSecurity']","[75, 173]","{75: 6, 173: 2}",9,1
118,Algiers,36.793178,2.977142,25,Female,"['plumbing', 'houseCleaning', 'painting']",[],{},6,0
119,Algiers,36.884685,3.017487,54,Female,"['pestControl', 'acRepair', 'homeSecurity']",[],{},0,0
120,Algiers,36.667147,2.904223,25,Female,"['pestControl', 'gardening', 'furnitureAssembly', 'homeSecurity']",[],{},10,0
121,Algiers,36.854353,2.920971,21,Male,"['carpentry', 'plumbing', 'furnitureAssembly']","[51, 50]","{51: 10, 50: 1}",14,1
122,Algiers,36.857994,3.098135,24,Male,"['homeSecurity', 'painting', 'pestControl']",[193],{193: 5},9,1
123,Algiers,36.736541,3.045683,61,Female,"['furnitureAssembly', 'painting', 'interiorDesign']",[153],{153: 4},7,1
124,Algiers,36.895675,3.047609,29,Female,"['windowCleaning', 'painting']",[194],{194: 7},17,1
125,Algiers,36.767709,3.034844,37,Male,"['acRepair', 'pestControl', 'electricity', 'interiorDesign']",[140],{140: 6},9,1
126,Algiers,36.807593,2.983965,39,Female,"['plumbing', 'applianceInstallation', 'houseCleaning']",[47],{47: 10},17,1
127,Algiers,36.819475,3.024222,61,Male,"['furnitureAssembly', 'houseCleaning', 'vehicleRepair']",[127],{127: 5},13,1
128,Algiers,36.812708,3.170501,59,Male,"['houseCleaning', 'acRepair']","[119, 33, 196]","{119: 10, 33: 10, 196: 2}",28,1
129,Algiers,36.829676,2.991845,46,Male,"['houseCleaning', 'carpentry', 'itSupport', 'plumbing']",[],{},6,0
130,Algiers,36.668663,3.141099,51,Male,"['itSupport', 'vehicleRepair', 'painting']",[],{},6,0
131,Algiers,36.751535,3.177371,62,Female,"['plumbing', 'itSupport', 'interiorDesign', 'vehicleRepair']","[65, 118]","{65: 8, 118: 10}",28,1
132,Algiers,36.860039,3.0058,18,Female,"['houseCleaning', 'painting', 'pestControl']",[125],{125: 1},5,1
133,Algiers,36.681998,3.038365,37,Female,"['vehicleRepair', 'carpentry', 'acRepair']",[103],{103: 3},4,1
134,Algiers,36.62985,3.081201,55,Male,"['furnitureAssembly', 'vehicleRepair', 'homeSecurity']","[90, 129, 175]","{90: 4, 129: 9, 175: 7}",28,1
135,Algiers,36.616545,3.064365,35,Male,"['acRepair', 'furnitureAssembly', 'applianceInstallation']",[91],{91: 8},18,1
136,Algiers,36.784279,2.923715,62,Male,"['homeSecurity', 'plumbing', 'furnitureAssembly', 'carpentry']",[51],{51: 1},3,1
137,Algiers,36.810318,2.915471,55,Male,"['gardening', 'homeSecurity']","[185, 160, 147]","{185: 2, 160: 5, 147: 2}",17,1
138,Algiers,36.750219,3.143878,40,Male,"['plumbing', 'itSupport', 'vehicleRepair']","[96, 167, 8]","{96: 5, 167: 1, 8: 2}",18,1
139,Algiers,36.757029,3.083339,49,Male,"['plumbing', 'electricity', 'painting']",[55],{55: 9},11,1
140,Algiers,36.810731,3.179651,28,Male,"['applianceInstallation', 'itSupport']",[126],{126: 4},5,1
141,Algiers,36.811236,2.943484,54,Female,"['electricity', 'applianceInstallation', 'homeSecurity', 'plumbing']","[121, 81, 18]","{121: 3, 81: 6, 18: 4}",16,1
142,Algiers,36.739195,2.988658,30,Male,"['electricity', 'painting']","[177, 135]","{177: 6, 135: 6}",21,1
143,Algiers,36.866018,3.097035,46,Female,"['carpentry', 'furnitureAssembly', 'applianceInstallation']",[138],{138: 3},7,1
144,Algiers,36.625094,3.192615,53,Male,"['carpentry', 'acRepair', 'painting']","[190, 171, 61]","{190: 6, 171: 8, 61: 8}",29,1
145,Algiers,36.808499,3.199453,33,Male,"['acRepair', 'painting']","[67, 171]","{67: 10, 171: 9}",29,1
146,Algiers,36.630112,3.020319,57,Female,"['gardening', 'houseCleaning', 'furnitureAssembly', 'applianceInstallation']",[],{},3,0
147,Algiers,36.852667,2.905082,60,Male,"['applianceInstallation', 'interiorDesign']",[7],{7: 8},9,1
148,Algiers,36.743682,3.156149,52,Female,"['vehicleRepair', 'applianceInstallation', 'plumbing']","[101, 29]","{101: 7, 29: 7}",14,1
149,Algiers,36.693357,3.068774,53,Female,"['homeSecurity', 'pestControl']",[],{},8,0
150,Algiers,36.871316,2.974759,19,Male,"['homeSecurity', 'painting']",[67],{67: 3},11,1
151,Algiers,36.769476,2.99313,26,Male,"['gardening', 'interiorDesign', 'furnitureAssembly']","[76, 124, 98]","{76: 5, 124: 2, 98: 7}",14,1
152,Algiers,36.671341,3.110831,59,Female,"['pestControl', 'furnitureAssembly']",[],{},0,0
153,Algiers,36.783855,2.947055,37,Female,"['windowCleaning', 'acRepair']","[171, 190]","{171: 10, 190: 4}",21,1
154,Algiers,36.799081,3.004017,63,Female,"['electricity', 'interiorDesign']",[],{},7,0
155,Algiers,36.776323,2.891803,62,Female,"['painting', 'carpentry', 'applianceInstallation']","[18, 132]","{18: 9, 132: 2}",17,1
156,Algiers,36.701325,2.973171,33,Female,"['furnitureAssembly', 'plumbing']","[81, 113]","{81: 5, 113: 4}",13,1
157,Algiers,36.727406,3.180801,19,Female,"['itSupport', 'gardening']",[108],{108: 5},6,1
158,Algiers,36.67143,3.029815,39,Female,"['furnitureAssembly', 'electricity']","[9, 157]","{9: 4, 157: 6}",17,1
159,Algiers,36.762137,3.060464,29,Male,"['plumbing', 'electricity', 'vehicleRepair', 'itSupport']","[51, 136, 29]","{51: 9, 136: 10, 29: 3}",26,1
160,Algiers,36.709831,3.008183,27,Male,"['homeSecurity', 'interiorDesign', 'painting']","[144, 166, 97]","{144: 7, 166: 4, 97: 7}",28,1
161,Algiers,36.713051,2.966151,50,Female,"['painting', 'houseCleaning', 'homeSecurity']",[],{},8,0
162,Algiers,36.80085,3.146597,51,Male,"['itSupport', 'applianceInstallation', 'homeSecurity', 'plumbing']",[],{},8,0
163,Algiers,36.82416,3.003673,55,Female,"['itSupport', 'plumbing', 'houseCleaning']",[15],{15: 9},17,1
164,Algiers,36.652146,2.984304,41,Male,"['carpentry', 'applianceInstallation']",[18],{18: 9},14,1
165,Algiers,36.638737,3.043471,47,Male,"['painting', 'furnitureAssembly']","[145, 90]","{145: 10, 90: 7}",23,1
166,Algiers,36.820597,3.147261,54,Female,"['plumbing', 'houseCleaning', 'electricity']","[112, 33]","{112: 3, 33: 6}",16,1
167,Algiers,36.809617,3.204806,21,Female,"['windowCleaning', 'interiorDesign']",[22],{22: 10},11,1
168,Algiers,36.65776,2.926439,36,Female,"['itSupport', 'electricity', 'painting', 'acRepair']",[],{},8,0
169,Algiers,36.906886,3.094847,63,Male,"['electricity', 'windowCleaning']",[],{},6,0
170,Algiers,36.850635,3.107782,30,Female,"['plumbing', 'windowCleaning', 'pestControl', 'itSupport']",[],{},5,0
171,Algiers,36.739385,3.083601,48,Male,"['windowCleaning', 'applianceInstallation', 'houseCleaning']","[27, 194]","{27: 3, 194: 9}",14,1
172,Algiers,36.807905,3.03461,40,Male,"['furnitureAssembly', 'itSupport', 'painting']","[73, 99]","{73: 10, 99: 2}",20,1
173,Algiers,36.787899,2.994408,50,Male,"['vehicleRepair', 'furnitureAssembly', 'windowCleaning']",[58],{58: 10},18,1
174,Algiers,36.683958,3.180604,48,Male,"['pestControl', 'plumbing', 'carpentry', 'gardening']","[178, 155]","{178: 9, 155: 2}",21,1
175,Algiers,36.74198,2.916778,46,Male,"['acRepair', 'plumbing', 'applianceInstallation', 'furnitureAssembly']",[],{},3,0
176,Algiers,36.673474,3.006675,43,Female,"['carpentry', 'acRepair', 'interiorDesign']","[189, 172, 11]","{189: 3, 172: 3, 11: 1}",16,1
177,Algiers,36.782795,2.98988,28,Female,"['pestControl', 'painting', 'electricity']",[],{},0,0
178,Algiers,36.685339,2.91945,57,Male,"['interiorDesign', 'windowCleaning', 'furnitureAssembly', 'itSupport']","[26, 161, 200]","{26: 10, 161: 7, 200: 4}",25,1
179,Algiers,36.756913,2.954511,38,Female,"['vehicleRepair', 'furnitureAssembly', 'houseCleaning']","[31, 114]","{31: 1, 114: 6}",8,1
180,Algiers,36.782218,3.173681,53,Female,"['acRepair', 'furnitureAssembly', 'gardening']","[6, 98]","{6: 2, 98: 8}",12,1
181,Algiers,36.709259,3.000686,20,Male,"['acRepair', 'furnitureAssembly']","[9, 4, 38]","{9: 9, 4: 9, 38: 6}",29,1
182,Algiers,36.647508,3.036356,37,Female,"['carpentry', 'plumbing', 'windowCleaning', 'acRepair']",[],{},0,0
183,Algiers,36.753069,3.175635,43,Male,"['acRepair', 'houseCleaning']","[88, 170, 134]","{88: 3, 170: 9, 134: 4}",18,1
184,Algiers,36.703312,3.194479,18,Female,"['carpentry', 'applianceInstallation', 'interiorDesign', 'houseCleaning']","[94, 166]","{94: 6, 166: 8}",20,1
185,Algiers,36.637882,3.111256,33,Male,"['windowCleaning', 'vehicleRepair', 'painting', 'gardening']",[23],{23: 8},13,1
186,Algiers,36.730557,3.02942,64,Female,"['itSupport', 'acRepair', 'pestControl', 'painting']","[197, 180, 110]","{197: 10, 180: 7, 110: 4}",31,1
187,Algiers,36.794107,3.058336,42,Male,"['furnitureAssembly', 'interiorDesign']","[3, 66, 90]","{3: 9, 66: 6, 90: 9}",25,1
188,Algiers,36.697739,3.031445,47,Male,"['interiorDesign', 'acRepair', 'vehicleRepair', 'pestControl']","[16, 123]","{16: 6, 123: 5}",15,1
189,Algiers,36.622438,3.181921,22,Male,"['plumbing', 'pestControl']","[178, 102]","{178: 1, 102: 7}",14,1
190,Algiers,36.660574,3.039509,43,Female,"['pestControl', 'plumbing']","[36, 28]","{36: 8, 28: 8}",18,1
191,Algiers,36.69994,3.08027,59,Male,"['plumbing', 'homeSecurity', 'pestControl', 'furnitureAssembly']",[178],{178: 10},11,1
192,Algiers,36.759798,3.009188,33,Female,"['pestControl', 'painting', 'furnitureAssembly']",[124],{124: 1},5,1
193,Algiers,36.844357,2.963391,32,Male,"['plumbing', 'homeSecurity']",[],{},10,0
194,Algiers,36.625475,2.911184,37,Female,"['painting', 'homeSecurity', 'furnitureAssembly']","[9, 67]","{9: 6, 67: 3}",11,1
195,Algiers,36.73082,3.046875,53,Female,"['carpentry', 'pestControl']","[49, 151]","{49: 1, 151: 1}",8,1
196,Algiers,36.810195,2.956645,62,Female,"['carpentry', 'interiorDesign', 'applianceInstallation']","[94, 52, 92]","{94: 1, 52: 10, 92: 2}",22,1
197,Algiers,36.850175,2.992199,33,Female,"['pestControl', 'painting']",[17],{17: 3},13,1
198,Algiers,36.708122,3.175386,24,Female,"['electricity', 'vehicleRepair', 'carpentry']",[],{},0,0
199,Algiers,36.713951,2.998515,31,Female,"['windowCleaning', 'pestControl', 'itSupport', 'furnitureAssembly']","[23, 111, 48]","{23: 3, 111: 9, 48: 7}",29,1
200,Algiers,36.751423,3.002348,32,Male,"['homeSecurity', 'houseCleaning']","[187, 47, 14]","{187: 4, 47: 3, 14: 1}",18,1
201,Algiers,36.797944,3.081856,64,Female,"['painting', 'acRepair', 'windowCleaning']","[161, 54, 22]","{161: 9, 54: 5, 22: 7}",31,1
202,Algiers,36.87222,2.94383,24,Male,"['gardening', 'vehicleRepair']",[101],{101: 7},7,1
203,Algiers,36.679577,3.185422,34,Male,"['pestControl', 'electricity', 'vehicleRepair']","[25, 42, 95]","{25: 7, 42: 7, 95: 1}",23,1
204,Algiers,36.736233,2.963364,65,Male,"['electricity', 'plumbing', 'vehicleRepair', 'carpentry']","[82, 177, 30]","{82: 8, 177: 7, 30: 10}",31,1
205,Algiers,36.863093,2.977924,27,Female,"['gardening', 'acRepair', 'furnitureAssembly', 'carpentry']","[41, 198, 10]","{41: 5, 198: 9, 10: 8}",31,1
206,Algiers,36.727053,3.04035,34,Male,"['applianceInstallation', 'painting', 'furnitureAssembly', 'gardening']",[],{},2,0
207,Algiers,36.848041,3.148183,64,Male,"['interiorDesign', 'vehicleRepair', 'windowCleaning']",[],{},3,0
208,Algiers,36.813744,3.032172,41,Male,"['houseCleaning', 'windowCleaning', 'pestControl', 'furnitureAssembly']","[134, 111]","{134: 3, 111: 7}",17,1
209,Algiers,36.670305,3.058624,40,Female,"['homeSecurity', 'houseCleaning', 'pestControl', 'plumbing']",[],{},1,0
