user_id,city,location_x,location_y,age,gender,service_categories_interest,reviewed_service_ids,click_count_per_service,total_service_views,clicked
15,Algiers,36.62905,3.114674,39,Male,"['acRepair', 'painting', 'houseCleaning']","[15, 19, 30]","{15: 8, 19: 9, 30: 8}",32,1
16,Algiers,36.859519,3.079573,31,Male,"['gardening', 'houseCleaning']",[137],{137: 4},6,1
17,Algiers,36.609697,3.142887,30,Female,"['acRepair', 'houseCleaning']",[],{},5,0
18,Algiers,36.713077,3.002249,65,Male,"['plumbing', 'windowCleaning', 'houseCleaning']",[196],{196: 8},14,1
19,Algiers,36.898614,2.934527,38,Male,"['interiorDesign', 'houseCleaning']","[30, 72]","{30: 2, 72: 10}",16,1
20,Algiers,36.721456,3.096135,42,Male,"['carpentry', 'houseCleaning']","[107, 182, 94]","{107: 5, 182: 6, 94: 9}",25,1
21,Algiers,36.862438,2.998427,49,Female,"['windowCleaning', 'applianceInstallation', 'houseCleaning']",[80],{80: 6},8,1
22,Algiers,36.76557,2.955788,25,Female,"['acRepair', 'houseCleaning']","[29, 23, 141]","{29: 8, 23: 2, 141: 10}",30,1
23,Algiers,36.817682,3.062111,58,Female,"['electricity', 'houseCleaning']","[42, 23]","{42: 7, 23: 3}",11,1
24,Algiers,36.587385,3.037868,47,Female,"['acRepair', 'houseCleaning']",[146],{146: 2},7,1
25,Algiers,36.691361,2.958726,58,Male,"['furnitureAssembly', 'houseCleaning']","[141, 194]","{141: 9, 194: 10}",23,1
26,Algiers,36.749161,2.922239,29,Female,"['vehicleRepair', 'windowCleaning', 'houseCleaning']","[63, 54]","{63: 8, 54: 7}",20,1
27,Algiers,36.694224,3.066938,30,Male,"['plumbing', 'electricity', 'furnitureAssembly']",[],{},6,0
28,Algiers,36.732392,3.061933,34,Female,"['interiorDesign', 'electricity']","[172, 47, 134]","{172: 6, 47: 4, 134: 6}",20,1
29,Algiers,36.759108,3.004269,50,Male,"['electricity', 'carpentry']",[21],{21: 2},8,1
30,Algiers,36.638908,2.891709,54,Female,"['applianceInstallation', 'electricity']","[47, 50, 18]","{47: 2, 50: 10, 18: 7}",25,1
31,Algiers,36.82919,3.095141,41,Male,"['plumbing', 'electricity']","[52, 32]","{52: 1, 32: 5}",16,1
32,Algiers,36.743273,3.139839,44,Male,"['electricity', 'houseCleaning']",[46],{46: 5},5,1
33,Algiers,36.797033,3.070856,55,Female,"['windowCleaning', 'applianceInstallation', 'electricity']",[],{},10,0
34,Algiers,36.866121,2.956562,44,Male,"['plumbing', 'electricity', 'furnitureAssembly']",[25],{25: 2},7,1
35,Algiers,36.688086,2.936331,37,Male,"['applianceInstallation', 'electricity', 'homeSecurity']","[179, 186, 13]","{179: 7, 186: 3, 13: 9}",24,1
36,Algiers,36.7243,3.002582,45,Female,"['plumbing', 'electricity']",[],{},3,0
37,Algiers,36.899988,3.125149,56,Male,"['electricity', 'painting']",[42],{42: 1},11,1
38,Algiers,36.878184,3.009856,20,Female,"['plumbing', 'pestControl', 'electricity']","[102, 62, 168]","{102: 5, 62: 10, 168: 10}",32,1
39,Algiers,36.618312,2.918537,20,Male,"['vehicleRepair', 'electricity', 'homeSecurity']",[26],{26: 5},10,1
40,Algiers,36.873359,2.981756,50,Male,"['acRepair', 'interiorDesign', 'electricity']",[],{},5,0
41,Algiers,36.635427,2.895864,62,Female,"['electricity', 'houseCleaning']","[88, 72]","{88: 7, 72: 9}",25,1
42,Algiers,36.649509,3.089761,55,Male,"['interiorDesign', 'electricity', 'itSupport']",[],{},3,0
43,Algiers,36.629436,2.982589,30,Female,"['gardening', 'interiorDesign', 'electricity']",[],{},4,0
44,Algiers,36.607378,3.003594,31,Male,"['gardening', 'electricity']",[],{},2,0
45,Algiers,36.816191,3.045681,53,Female,"['itSupport', 'electricity']","[119, 26, 162]","{119: 6, 26: 9, 162: 1}",19,1
46,Algiers,36.838073,3.148534,31,Female,"['vehicleRepair', 'itSupport', 'electricity']","[147, 9]","{147: 7, 9: 8}",16,1
47,Algiers,36.623956,3.190787,24,Female,"['windowCleaning', 'electricity']","[8, 159]","{8: 3, 159: 9}",13,1
48,Algiers,36.79885,3.107274,22,Female,"['electricity', 'homeSecurity']","[150, 155]","{150: 8, 155: 7}",22,1
49,Algiers,36.817549,2.947707,60,Female,"['vehicleRepair', 'electricity']","[46, 199]","{46: 4, 199: 6}",17,1
50,Algiers,36.606546,3.188733,53,Male,"['electricity', 'furnitureAssembly']",[],{},7,0
51,Algiers,36.668563,3.057615,45,Male,"['interiorDesign', 'electricity', 'furnitureAssembly']","[184, 8]","{184: 6, 8: 5}",21,1
52,Algiers,36.860851,3.009143,49,Female,"['itSupport', 'electricity']",[],{},8,0
53,Algiers,36.80481,2.943985,31,Female,"['plumbing', 'pestControl']",[86],{86: 6},12,1
54,Algiers,36.894084,3.125084,31,Male,"['plumbing', 'applianceInstallation']",[],{},8,0
55,Algiers,36.671023,3.125662,54,Female,"['plumbing', 'electricity', 'houseCleaning']","[32, 128]","{32: 6, 128: 9}",24,1
56,Algiers,36.648395,3.051993,64,Male,"['plumbing', 'electricity', 'painting']",[32],{32: 5},9,1
57,Algiers,36.618493,3.130347,52,Female,"['plumbing', 'acRepair', 'applianceInstallation']",[],{},3,0
58,Algiers,36.714754,3.14858,64,Male,"['plumbing', 'acRepair']","[17, 106]","{17: 3, 106: 10}",23,1
59,Algiers,36.744186,3.0536,29,Male,"['plumbing', 'applianceInstallation']",[],{},4,0
60,Algiers,36.693003,3.034584,55,Male,"['plumbing', 'pestControl', 'furnitureAssembly']",[],{},6,0
61,Algiers,36.607265,3.189801,22,Male,['plumbing'],"[65, 164]","{65: 1, 164: 10}",13,1
62,Algiers,36.843066,2.944176,40,Female,"['plumbing', 'gardening']",[14],{14: 10},19,1
63,Algiers,36.689482,3.011426,63,Male,"['plumbing', 'homeSecurity']","[179, 150, 31]","{179: 5, 150: 1, 31: 9}",25,1
64,Algiers,36.752277,3.168541,40,Female,"['plumbing', 'applianceInstallation']",[],{},6,0
65,Algiers,36.819258,2.985125,60,Male,"['plumbing', 'windowCleaning', 'homeSecurity']","[113, 126]","{113: 9, 126: 8}",21,1
66,Algiers,36.689231,3.095829,56,Male,"['plumbing', 'carpentry', 'homeSecurity']","[10, 5]","{10: 6, 5: 2}",8,1
67,Algiers,36.680461,3.149125,38,Female,"['plumbing', 'houseCleaning', 'furnitureAssembly']",[60],{60: 10},20,1
68,Algiers,36.624144,3.007146,20,Male,"['plumbing', 'houseCleaning', 'furnitureAssembly']","[88, 181]","{88: 5, 181: 7}",12,1
69,Algiers,36.69965,3.130362,31,Female,"['plumbing', 'itSupport']","[112, 65]","{112: 5, 65: 6}",21,1
70,Algiers,36.753428,3.081866,48,Male,"['plumbing', 'houseCleaning']","[30, 160]","{30: 8, 160: 1}",14,1
71,Algiers,36.674798,2.927595,20,Male,"['plumbing', 'gardening']","[148, 114]","{148: 3, 114: 2}",9,1
72,Algiers,36.636071,2.921527,40,Male,"['plumbing', 'acRepair', 'carpentry']",[],{},5,0
73,Algiers,36.737586,3.033169,42,Male,"['plumbing', 'pestControl']","[151, 60]","{151: 6, 60: 7}",18,1
74,Algiers,36.656708,3.188205,46,Female,"['plumbing', 'interiorDesign', 'vehicleRepair']","[79, 200]","{79: 7, 200: 8}",24,1
75,Algiers,36.811367,3.203673,32,Male,"['plumbing', 'windowCleaning']",[84],{84: 9},12,1
76,Algiers,36.705441,3.207536,61,Male,"['plumbing', 'painting']","[160, 15, 52]","{160: 3, 15: 8, 52: 9}",23,1
77,Algiers,36.814582,3.039569,27,Male,"['plumbing', 'windowCleaning', 'applianceInstallation']","[65, 159, 56]","{65: 5, 159: 4, 56: 8}",25,1
78,Algiers,36.611558,3.018738,31,Male,"['plumbing', 'furnitureAssembly']","[65, 167, 192]","{65: 4, 167: 9, 192: 9}",23,1
79,Algiers,36.820599,3.088467,22,Female,"['gardening', 'acRepair', 'itSupport']","[14, 40, 109]","{14: 2, 40: 7, 109: 9}",25,1
80,Algiers,36.791504,3.089851,25,Female,"['gardening', 'interiorDesign', 'houseCleaning']","[133, 177, 129]","{133: 6, 177: 6, 129: 6}",28,1
81,Algiers,36.783348,3.083776,45,Male,"['gardening', 'acRepair', 'applianceInstallation']","[100, 146]","{100: 2, 146: 1}",7,1
82,Algiers,36.85281,3.05124,42,Male,"['gardening', 'acRepair']","[166, 121, 100]","{166: 4, 121: 5, 100: 9}",20,1
83,Algiers,36.879031,3.188505,40,Female,"['gardening', 'acRepair']",[],{},0,0
84,Algiers,36.845003,3.069756,27,Male,"['gardening', 'acRepair']","[95, 148]","{95: 2, 148: 5}",9,1
85,Algiers,36.902811,3.021732,65,Female,"['gardening', 'furnitureAssembly']",[68],{68: 10},15,1
86,Algiers,36.806549,3.043262,47,Male,"['gardening', 'homeSecurity']","[92, 78, 28]","{92: 5, 78: 8, 28: 7}",30,1
87,Algiers,36.781373,3.114116,41,Male,"['gardening', 'applianceInstallation']",[193],{193: 8},12,1
88,Algiers,36.625718,3.151314,54,Female,"['gardening', 'windowCleaning', 'vehicleRepair']","[36, 14]","{36: 7, 14: 1}",8,1
89,Algiers,36.757495,2.910474,21,Male,"['gardening', 'acRepair']","[100, 28]","{100: 6, 28: 5}",20,1
90,Algiers,36.880261,3.129845,61,Male,"['gardening', 'windowCleaning']",[],{},8,0
91,Algiers,36.624895,2.952189,20,Male,"['gardening', 'pestControl']",[],{},5,0
92,Algiers,36.875286,2.928262,47,Female,"['gardening', 'pestControl', 'itSupport']","[2, 24, 28]","{2: 2, 24: 7, 28: 10}",20,1
93,Algiers,36.782245,3.058953,46,Female,"['gardening', 'itSupport', 'houseCleaning']","[169, 141]","{169: 3, 141: 9}",16,1
94,Algiers,36.8674,3.027392,23,Male,"['gardening', 'vehicleRepair']",[],{},8,0
95,Algiers,36.862446,2.951022,19,Female,"['gardening', 'interiorDesign']",[78],{78: 9},14,1
96,Algiers,36.729803,2.893286,22,Male,"['gardening', 'windowCleaning', 'electricity']","[120, 42, 173]","{120: 2, 42: 10, 173: 5}",21,1
97,Algiers,36.787215,3.124098,24,Male,"['gardening', 'pestControl']",[],{},5,0
98,Algiers,36.822289,3.122564,50,Female,"['gardening', 'furnitureAssembly', 'homeSecurity']",[194],{194: 6},6,1
99,Algiers,36.650103,3.06051,51,Female,"['gardening', 'plumbing']","[148, 36]","{148: 8, 36: 6}",15,1
100,Algiers,36.797897,2.977568,60,Female,"['gardening', 'interiorDesign', 'houseCleaning']","[87, 40, 58]","{87: 8, 40: 1, 58: 10}",25,1
101,Algiers,36.799056,3.109439,36,Female,"['gardening', 'plumbing']","[65, 36]","{65: 8, 36: 2}",11,1
102,Algiers,36.702498,3.159666,52,Male,"['gardening', 'carpentry', 'painting']","[105, 137]","{105: 5, 137: 8}",13,1
103,Algiers,36.794084,3.207574,47,Male,"['gardening', 'interiorDesign']","[184, 177, 58]","{184: 1, 177: 2, 58: 1}",10,1
104,Algiers,36.691271,2.973338,21,Male,['gardening'],"[58, 36]","{58: 1, 36: 1}",7,1
105,Algiers,36.65742,3.139826,20,Female,"['interiorDesign', 'painting']",[55],{55: 8},17,1
106,Algiers,36.776809,2.990521,59,Female,"['gardening', 'painting']",[],{},0,0
107,Algiers,36.709065,3.103639,37,Male,"['electricity', 'painting']","[144, 75]","{144: 9, 75: 10}",22,1
108,Algiers,36.721443,2.972568,49,Male,"['plumbing', 'painting']","[34, 156, 52]","{34: 9, 156: 2, 52: 8}",20,1
109,Algiers,36.697574,2.9902,63,Female,"['plumbing', 'painting', 'furnitureAssembly']",[],{},10,0
110,Algiers,36.830304,2.903377,51,Male,"['gardening', 'painting', 'homeSecurity']","[113, 125, 45]","{113: 5, 125: 3, 45: 3}",14,1
111,Algiers,36.874778,3.03571,35,Female,"['itSupport', 'painting']",[45],{45: 8},11,1
112,Algiers,36.581081,2.923635,43,Female,"['windowCleaning', 'applianceInstallation', 'painting']",[74],{74: 10},17,1
113,Algiers,36.762035,3.077109,38,Female,"['windowCleaning', 'carpentry', 'painting']",[],{},10,0
114,Algiers,36.721876,3.059954,32,Female,"['furnitureAssembly', 'painting']","[143, 174]","{143: 6, 174: 1}",15,1
115,Algiers,36.82738,2.991652,51,Male,"['plumbing', 'itSupport', 'painting']",[35],{35: 4},7,1
116,Algiers,36.837104,3.127217,36,Male,"['gardening', 'painting']","[55, 171, 198]","{55: 3, 171: 10, 198: 3}",19,1
117,Algiers,36.684164,3.134514,35,Male,"['painting', 'homeSecurity']","[171, 31]","{171: 10, 31: 2}",13,1
118,Algiers,36.799019,2.91106,29,Female,"['furnitureAssembly', 'interiorDesign', 'painting']",[],{},9,0
119,Algiers,36.6227,3.08649,36,Female,"['houseCleaning', 'electricity', 'painting']","[108, 46, 111]","{108: 8, 46: 7, 111: 7}",27,1
120,Algiers,36.780619,3.040282,40,Female,"['windowCleaning', 'houseCleaning', 'painting']",[],{},10,0
121,Algiers,36.717371,2.973173,48,Female,"['applianceInstallation', 'itSupport', 'painting']","[15, 24]","{15: 3, 24: 4}",15,1
122,Algiers,36.636042,3.102621,28,Female,"['vehicleRepair', 'houseCleaning', 'painting']","[96, 105, 79]","{96: 3, 105: 4, 79: 10}",19,1
123,Algiers,36.626602,3.038329,53,Female,"['interiorDesign', 'painting']","[180, 105, 123]","{180: 9, 105: 1, 123: 4}",19,1
124,Algiers,36.723889,2.966239,31,Male,"['windowCleaning', 'interiorDesign', 'painting']",[171],{171: 9},16,1
125,Algiers,36.842763,2.974578,28,Female,"['furnitureAssembly', 'vehicleRepair', 'painting']",[],{},5,0
126,Algiers,36.874205,3.030399,33,Female,"['painting', 'homeSecurity']","[92, 31]","{92: 6, 31: 4}",19,1
127,Algiers,36.8181,3.00616,48,Female,"['carpentry', 'painting']",[105],{105: 2},10,1
128,Algiers,36.644736,3.05575,38,Female,"['vehicleRepair', 'painting']",[147],{147: 3},6,1
129,Algiers,36.808435,3.089859,42,Female,"['windowCleaning', 'carpentry', 'painting']","[85, 120, 156]","{85: 6, 120: 3, 156: 8}",26,1
130,Algiers,36.711626,3.175931,21,Female,"['pestControl', 'painting']","[152, 6]","{152: 10, 6: 9}",28,1
131,Algiers,36.850628,3.034162,28,Female,"['gardening', 'carpentry']","[137, 14, 78]","{137: 6, 14: 4, 78: 6}",24,1
132,Algiers,36.81997,3.130496,57,Female,"['windowCleaning', 'applianceInstallation', 'carpentry']","[21, 185, 84]","{21: 10, 185: 7, 84: 9}",30,1
133,Algiers,36.672725,3.10329,51,Male,"['windowCleaning', 'carpentry']","[188, 115, 63]","{188: 1, 115: 10, 63: 8}",21,1
134,Algiers,36.774153,3.149002,48,Female,"['gardening', 'pestControl', 'carpentry']","[51, 21]","{51: 3, 21: 6}",15,1
135,Algiers,36.684485,2.915265,35,Male,"['gardening', 'carpentry', 'furnitureAssembly']",[],{},6,0
136,Algiers,36.807239,3.106796,30,Male,"['vehicleRepair', 'carpentry']",[182],{182: 7},7,1
137,Algiers,36.873617,2.990776,28,Male,"['plumbing', 'interiorDesign', 'carpentry']","[160, 73]","{160: 9, 73: 7}",20,1
138,Algiers,36.846667,3.166017,56,Female,"['plumbing', 'carpentry', 'painting']",[182],{182: 9},13,1
139,Algiers,36.887261,3.016189,57,Female,"['carpentry', 'homeSecurity']","[94, 127, 38]","{94: 9, 127: 9, 38: 6}",34,1
140,Algiers,36.849758,2.927554,38,Female,"['interiorDesign', 'carpentry', 'houseCleaning']",[66],{66: 7},7,1
141,Algiers,36.724539,2.968508,38,Male,"['vehicleRepair', 'carpentry', 'houseCleaning']","[72, 169, 182]","{72: 5, 169: 1, 182: 9}",24,1
142,Algiers,36.692232,3.029264,23,Male,"['windowCleaning', 'itSupport', 'carpentry']",[84],{84: 8},16,1
143,Algiers,36.607073,3.067314,60,Male,"['electricity', 'carpentry']",[189],{189: 4},6,1
144,Algiers,36.665981,3.183214,40,Female,"['plumbing', 'carpentry']","[161, 197, 127]","{161: 8, 197: 9, 127: 5}",24,1
145,Algiers,36.88338,3.161957,47,Male,"['carpentry', 'houseCleaning']",[127],{127: 9},14,1
146,Algiers,36.789441,2.982696,22,Female,"['gardening', 'carpentry', 'houseCleaning']",[],{},2,0
147,Algiers,36.876184,3.135838,30,Female,"['carpentry', 'painting', 'homeSecurity']",[3],{3: 7},7,1
148,Algiers,36.705209,3.172549,52,Male,"['acRepair', 'applianceInstallation', 'carpentry']","[98, 175]","{98: 1, 175: 4}",12,1
149,Algiers,36.74637,3.080164,46,Female,"['plumbing', 'carpentry']","[197, 38, 160]","{197: 8, 38: 1, 160: 3}",21,1
150,Algiers,36.723304,3.205143,58,Female,"['plumbing', 'carpentry']","[112, 3, 160]","{112: 1, 3: 6, 160: 1}",18,1
151,Algiers,36.888702,3.09052,59,Male,"['pestControl', 'carpentry']","[127, 21]","{127: 2, 21: 7}",19,1
152,Algiers,36.903734,3.036841,33,Male,"['vehicleRepair', 'carpentry']",[],{},3,0
153,Algiers,36.62568,2.970904,40,Male,"['carpentry', 'furnitureAssembly']","[59, 182]","{59: 2, 182: 9}",19,1
154,Algiers,36.822374,3.17325,33,Male,"['pestControl', 'carpentry']",[101],{101: 4},13,1
155,Algiers,36.684993,3.128946,53,Female,['carpentry'],"[161, 73, 71]","{161: 1, 73: 8, 71: 5}",23,1
156,Algiers,36.879987,3.149644,44,Male,"['windowCleaning', 'carpentry']",[],{},7,0
157,Algiers,36.850821,2.920096,26,Female,"['windowCleaning', 'pestControl']",[63],{63: 9},14,1
158,Algiers,36.668111,3.187927,36,Male,"['pestControl', 'houseCleaning']",[],{},4,0
159,Algiers,36.849378,3.144666,50,Female,"['pestControl', 'carpentry', 'houseCleaning']","[27, 101, 20]","{27: 7, 101: 9, 20: 3}",21,1
160,Algiers,36.77542,2.993742,43,Male,"['pestControl', 'itSupport']","[122, 168]","{122: 1, 168: 6}",10,1
161,Algiers,36.639795,2.943538,26,Female,"['windowCleaning', 'pestControl']","[44, 120, 102]","{44: 8, 120: 7, 102: 8}",33,1
162,Algiers,36.751486,2.907718,47,Female,"['pestControl', 'painting']","[15, 171, 61]","{15: 8, 171: 8, 61: 7}",28,1
163,Algiers,36.655593,3.003804,22,Male,"['pestControl', 'homeSecurity']","[61, 131, 122]","{61: 6, 131: 1, 122: 5}",16,1
164,Algiers,36.720496,3.054231,53,Male,"['plumbing', 'pestControl']",[],{},4,0
165,Algiers,36.610516,3.151444,40,Female,"['gardening', 'applianceInstallation', 'pestControl']",[33],{33: 8},15,1
166,Algiers,36.851556,3.146877,50,Male,"['plumbing', 'pestControl']","[167, 34]","{167: 8, 34: 2}",16,1
167,Algiers,36.816898,3.206845,19,Male,"['pestControl', 'furnitureAssembly']",[143],{143: 9},14,1
168,Algiers,36.809977,3.00664,34,Female,"['pestControl', 'houseCleaning']","[168, 165, 51]","{168: 3, 165: 8, 51: 6}",21,1
169,Algiers,36.737387,2.979721,18,Male,"['applianceInstallation', 'pestControl']","[186, 43]","{186: 1, 43: 4}",13,1
170,Algiers,36.750095,3.08641,42,Male,"['acRepair', 'pestControl', 'plumbing']",[],{},10,0
171,Algiers,36.894974,3.045143,25,Female,"['windowCleaning', 'pestControl', 'interiorDesign']",[],{},1,0
172,Algiers,36.80385,2.977837,20,Female,"['gardening', 'windowCleaning', 'pestControl']",[159],{159: 3},12,1
173,Algiers,36.897334,3.110119,32,Male,"['vehicleRepair', 'pestControl', 'gardening']",[11],{11: 7},11,1
174,Algiers,36.767048,3.082636,62,Male,"['gardening', 'pestControl', 'painting']","[168, 2, 36]","{168: 6, 2: 4, 36: 5}",16,1
175,Algiers,36.862836,2.929129,30,Male,"['plumbing', 'pestControl']","[151, 52]","{151: 2, 52: 6}",8,1
176,Algiers,36.637275,3.184759,21,Female,"['pestControl', 'interiorDesign']",[33],{33: 3},12,1
177,Algiers,36.631556,2.956117,44,Female,"['pestControl', 'homeSecurity']","[176, 61]","{176: 9, 61: 5}",20,1
178,Algiers,36.790989,3.016625,20,Female,"['painting', 'pestControl', 'furnitureAssembly']",[59],{59: 1},3,1
179,Algiers,36.822076,3.006387,20,Female,"['plumbing', 'pestControl']",[164],{164: 5},5,1
180,Algiers,36.875831,3.004744,64,Female,"['pestControl', 'homeSecurity']","[51, 2, 153]","{51: 5, 2: 7, 153: 7}",24,1
181,Algiers,36.880141,3.109819,65,Female,"['pestControl', 'carpentry']","[154, 38]","{154: 3, 38: 1}",11,1
182,Algiers,36.771389,3.167778,23,Male,"['plumbing', 'pestControl']",[34],{34: 8},8,1
183,Algiers,36.668113,3.154351,53,Male,"['acRepair', 'itSupport']",[140],{140: 3},7,1
184,Algiers,36.830292,3.19714,52,Male,"['acRepair', 'carpentry']","[17, 41, 146]","{17: 6, 41: 7, 146: 6}",26,1
185,Algiers,36.854381,2.965461,53,Male,"['acRepair', 'furnitureAssembly', 'homeSecurity']","[98, 113, 99]","{98: 9, 113: 8, 99: 2}",28,1
186,Algiers,36.794681,3.054099,44,Male,"['acRepair', 'itSupport']",[93],{93: 8},17,1
187,Algiers,36.801841,3.127027,39,Male,"['acRepair', 'windowCleaning', 'interiorDesign']","[196, 132, 93]","{196: 7, 132: 8, 93: 9}",30,1
188,Algiers,36.749654,3.190395,61,Female,"['acRepair', 'furnitureAssembly']",[],{},5,0
189,Algiers,36.839219,2.901526,39,Female,"['acRepair', 'applianceInstallation']",[149],{149: 2},2,1
190,Algiers,36.716708,2.976491,24,Female,"['acRepair', 'painting', 'plumbing']",[],{},5,0
191,Algiers,36.763856,2.89928,45,Female,"['acRepair', 'houseCleaning']",[],{},3,0
192,Algiers,36.661885,2.983682,27,Male,"['acRepair', 'interiorDesign']",[],{},1,0
193,Algiers,36.627341,3.078634,55,Male,"['acRepair', 'pestControl', 'vehicleRepair']","[149, 183]","{149: 7, 183: 3}",17,1
194,Algiers,36.663058,3.130212,23,Female,"['acRepair', 'itSupport', 'houseCleaning']",[88],{88: 6},10,1
195,Algiers,36.822777,3.031965,47,Male,"['acRepair', 'itSupport', 'interiorDesign']",[135],{135: 6},10,1
196,Algiers,36.687454,2.929591,18,Male,"['acRepair', 'furnitureAssembly']","[103, 146, 170]","{103: 1, 146: 5, 170: 8}",22,1
197,Algiers,36.760184,3.133773,59,Male,"['acRepair', 'carpentry']","[182, 3, 71]","{182: 8, 3: 4, 71: 10}",31,1
198,Algiers,36.890803,3.065068,29,Female,"['acRepair', 'interiorDesign', 'gardening']",[139],{139: 4},12,1
199,Algiers,36.829933,3.129076,39,Female,"['acRepair', 'applianceInstallation', 'vehicleRepair']",[11],{11: 1},9,1
200,Algiers,36.859345,3.115598,19,Female,"['acRepair', 'gardening']","[121, 149]","{121: 4, 149: 5}",19,1
201,Algiers,36.608632,2.972938,18,Male,"['acRepair', 'interiorDesign', 'plumbing']","[100, 52, 5]","{100: 2, 52: 4, 5: 9}",25,1
202,Algiers,36.688515,3.032267,50,Female,"['acRepair', 'furnitureAssembly']","[166, 174]","{166: 5, 174: 8}",22,1
203,Algiers,36.743702,3.085958,46,Female,"['acRepair', 'carpentry', 'houseCleaning']",[100],{100: 2},7,1
204,Algiers,36.593964,3.209018,56,Male,"['acRepair', 'windowCleaning', 'applianceInstallation']",[120],{120: 9},15,1
205,Algiers,36.782677,2.963609,44,Female,"['acRepair', 'vehicleRepair']","[103, 147]","{103: 9, 147: 6}",20,1
206,Algiers,36.607137,3.102516,20,Female,"['acRepair', 'plumbing', 'gardening']",[40],{40: 9},15,1
207,Algiers,36.878262,3.068475,35,Male,"['acRepair', 'houseCleaning']","[128, 121]","{128: 9, 121: 2}",15,1
208,Algiers,36.660467,3.195045,30,Female,"['acRepair', 'interiorDesign', 'gardening']",[],{},5,0
209,Algiers,36.673349,3.17934,50,Female,"['vehicleRepair', 'carpentry']","[182, 147, 199]","{182: 8, 147: 9, 199: 7}",30,1
210,Algiers,36.801751,2.913119,30,Male,"['vehicleRepair', 'furnitureAssembly']","[147, 54]","{147: 1, 54: 7}",11,1
211,Algiers,36.778114,3.101746,63,Female,"['vehicleRepair', 'gardening']","[97, 137, 58]","{97: 4, 137: 1, 58: 10}",22,1
212,Algiers,36.703453,3.121883,24,Male,"['vehicleRepair', 'interiorDesign', 'homeSecurity']",[179],{179: 10},15,1
213,Algiers,36.879687,3.094894,53,Female,"['vehicleRepair', 'electricity']",[],{},6,0
214,Algiers,36.706683,3.137491,59,Female,"['vehicleRepair', 'windowCleaning', 'houseCleaning']",[],{},3,0
215,Algiers,36.649677,2.944763,30,Female,"['vehicleRepair', 'windowCleaning', 'applianceInstallation']",[],{},1,0
216,Algiers,36.874814,2.999741,49,Female,"['vehicleRepair', 'electricity']","[47, 97]","{47: 4, 97: 5}",18,1
217,Algiers,36.878737,3.044567,24,Male,"['vehicleRepair', 'acRepair']","[81, 106]","{81: 6, 106: 1}",13,1
218,Algiers,36.767843,3.17074,23,Male,"['vehicleRepair', 'windowCleaning']",[81],{81: 5},11,1
219,Algiers,36.884229,2.961861,22,Male,"['vehicleRepair', 'applianceInstallation']","[18, 193]","{18: 4, 193: 10}",24,1
220,Algiers,36.882472,2.943739,42,Male,"['vehicleRepair', 'applianceInstallation', 'furnitureAssembly']","[174, 77, 16]","{174: 5, 77: 2, 16: 10}",17,1
221,Algiers,36.655285,2.980035,57,Male,"['vehicleRepair', 'gardening']","[11, 200]","{11: 10, 200: 3}",13,1
222,Algiers,36.836561,3.047848,38,Female,"['vehicleRepair', 'applianceInstallation', 'carpentry']",[186],{186: 2},6,1
223,Algiers,36.727901,2.931331,26,Female,"['vehicleRepair', 'windowCleaning', 'homeSecurity']","[104, 153]","{104: 2, 153: 10}",16,1
224,Algiers,36.699266,3.096977,60,Male,"['vehicleRepair', 'houseCleaning', 'painting']","[152, 141]","{152: 5, 141: 7}",20,1
